policy_id,customer_id,vehicle_id,policy_start_date,policy_end_date,policy_type,coverage_level,deductible,risk_score,base_premium,telematics_discount_pct,loyalty_discount_pct,bundled_discount_pct,final_monthly_premium,payment_frequency,autopay_flag,policy_status,renewal_flag,churn_flag,cancellation_reason,payment_timeliness_score,premium_band,total_discount_pct,discount_band,risk_band,age,state,city,income_band,credit_tier,customer_segment,tenure_months,vehicle_make,vehicle_model,vehicle_year,vehicle_type,vehicle_value_estimate,annual_mileage,primary_use,total_premium_paid,total_discount_amount,total_support_cost,total_claim_cost,estimated_customer_ltv,estimated_net_value,profitability_segment,ticket_count,avg_resolution_time_hours,avg_csat,escalation_rate,refund_rate,total_refund_amount,support_burden_band,claim_count,total_estimated_claim_cost,total_approved_claim_amount
POL01021,CUST00930,VEH01042,2024-09-12,2025-09-11,liability_only,basic,1500,0.661,40.0,5.88,0,0.0,37.65,monthly,0,active,0,0,,80.1,low,5.88,moderate,moderate_risk,73.0,Arizona,Tempe,upper_middle,very_good,premium,38.0,Hyundai,Sonata,2014,sedan,5966.4,11560,leisure,338.85,21.150000000000013,111.64,0.0,338.85,227.21,low,3.0,19.02,3.6666666666666665,0.0,0.3333333333333333,7.8,moderate,0.0,0.0,0.0
POL01022,CUST00931,VEH01043,2025-09-15,2026-09-14,full_coverage,comprehensive,500,0.919,124.84,9.12,5,0.0,107.21,monthly,1,active,0,0,,92.1,mid,14.12,high,high_risk,20.0,Florida,Miami,low,very_good,premium,15.0,Jeep,Grand Cherokee,2017,suv,15741.52,17155,commuting,428.84,70.52000000000004,41.91,0.0,428.84,386.93,low,1.0,17.39,5.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL01023,CUST00932,VEH01044,2025-03-04,2026-03-03,full_coverage,enhanced,1000,0.809,102.12,10.88,7,6.0,77.73,monthly,0,lapsed,0,1,moved_to_competitor,87.4,low,23.880000000000003,very_high,moderate_risk,75.0,Florida,Tampa,lower_middle,very_good,budget,5.0,Ford,Mustang,2023,coupe,20428.89,9719,commuting,777.3000000000001,243.9,115.68,0.0,777.3000000000001,661.6200000000001,medium,2.0,33.55,2.0,0.5,0.0,0.0,low,0.0,0.0,0.0
POL01024,CUST00934,VEH01046,2025-04-13,2026-04-12,liability_only,basic,1500,0.684,40.0,1.18,0,0.0,39.53,monthly,1,active,0,0,,70.6,low,1.18,low,moderate_risk,77.0,Florida,Orlando,upper_middle,fair,standard,15.0,Toyota,Tacoma,2014,pickup,4155.06,8609,commuting,355.77,4.22999999999999,0.0,0.0,355.77,355.77,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL01025,CUST00935,VEH01047,2024-07-06,2025-07-05,full_coverage,comprehensive,1000,0.612,40.0,7.06,5,0.0,35.18,quarterly,1,active,0,0,,60.7,low,12.059999999999999,high,moderate_risk,53.0,Florida,Jacksonville,lower_middle,excellent,budget,5.0,Toyota,Corolla,2012,sedan,6537.83,9300,leisure,246.26,33.74,66.98,0.0,246.26,179.27999999999997,low,1.0,41.22,4.0,0.0,1.0,19.41,low,0.0,0.0,0.0
POL01026,CUST00936,VEH01048,2025-03-25,2026-03-24,full_coverage,enhanced,500,0.72,135.95,9.41,5,4.0,110.92,monthly,1,active,0,0,,80.0,mid,18.41,high,moderate_risk,78.0,Arizona,Tempe,upper_middle,poor,standard,15.0,Hyundai,Tucson,2022,suv,21423.51,16963,family,1109.2,250.29999999999987,66.09,0.0,1109.2,1043.11,medium,3.0,4.203333333333333,2.6666666666666665,0.3333333333333333,0.0,0.0,moderate,0.0,0.0,0.0
POL01027,CUST00937,VEH01049,2024-12-28,2025-12-27,premium,enhanced,250,0.535,56.07,11.18,0,0.0,49.8,monthly,1,active,0,0,,45.9,low,11.18,high,low_risk,34.0,California,Los Angeles,lower_middle,fair,standard,12.0,Ford,Mustang,2011,coupe,10191.99,2916,leisure,597.5999999999999,75.24000000000004,144.7,0.0,597.5999999999999,452.8999999999999,low,2.0,34.815,4.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL01028,CUST00938,VEH01050,2025-04-24,2026-04-23,full_coverage,basic,1000,0.824,86.62,,0,0.0,86.11,monthly,1,active,0,0,,98.9,mid,0.0,none,moderate_risk,60.0,Georgia,Atlanta,middle,fair,standard,26.0,Kia,Rio,2014,sedan,13343.3,14638,commuting,774.99,4.590000000000046,73.27000000000001,0.0,774.99,701.72,medium,2.0,18.295,3.0,0.0,0.5,34.43,low,0.0,0.0,0.0
POL01029,CUST00939,VEH01051,2025-05-29,2026-05-28,full_coverage,basic,250,0.719,72.53,12.94,0,0.0,63.14,quarterly,1,active,0,0,,89.1,low,12.94,high,moderate_risk,77.0,California,Los Angeles,lower_middle,good,standard,5.0,Subaru,Impreza,2019,hatchback,16665.29,3966,commercial_light,505.12,75.12,46.16,0.0,505.12,458.96,low,2.0,6.35,4.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL01030,CUST00940,VEH01052,2024-10-20,2025-10-19,standard,basic,500,0.545,40.0,6.76,0,4.0,35.7,semiannual,1,lapsed,0,1,,90.8,low,10.76,high,low_risk,34.0,New York,Albany,upper_middle,good,budget,26.0,Kia,Soul,2019,hatchback,13876.28,7381,family,357.0,42.99999999999997,0.0,0.0,357.0,357.0,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL01031,CUST00941,VEH01053,2024-10-09,2025-10-08,premium,enhanced,1500,0.801,98.31,7.65,7,4.0,79.98,annual,1,lapsed,0,1,moved_to_competitor,100.0,low,18.65,high,moderate_risk,35.0,Texas,San Antonio,lower_middle,poor,standard,14.0,Hyundai,Tucson,2010,suv,3500.0,12826,mixed,799.8000000000001,183.3,156.8,0.0,799.8000000000001,643.0,medium,5.0,14.2,1.0,0.2,0.0,0.0,moderate,0.0,0.0,0.0
POL01032,CUST00942,VEH01054,2025-03-14,2026-03-13,premium,basic,250,0.615,50.21,12.35,7,4.0,38.49,semiannual,1,renewed,1,0,,76.7,low,23.35,very_high,moderate_risk,47.0,Florida,Miami,middle,very_good,premium,44.0,Nissan,Altima,2022,sedan,13376.51,16487,family,384.9,117.2,159.9,0.0,596.595,225.00000000000003,low,4.0,16.2175,3.6666666666666665,0.0,0.0,0.0,moderate,0.0,0.0,0.0
POL01033,CUST00943,VEH01055,2025-06-17,2026-06-16,premium,basic,500,0.588,126.85,12.65,0,0.0,110.8,monthly,0,renewed,1,0,,99.2,mid,12.65,high,low_risk,40.0,Illinois,Naperville,middle,good,premium,12.0,Tesla,Model 3,2024,sedan,48215.07,13712,mixed,775.6,112.34999999999998,31.23,0.0,1202.18,744.37,medium,1.0,4.04,3.0,1.0,0.0,0.0,low,0.0,0.0,0.0
POL01034,CUST00944,VEH01056,2024-08-22,2025-08-21,liability_only,comprehensive,250,0.647,40.0,6.76,0,,37.3,monthly,0,active,0,0,,59.9,low,6.76,moderate,moderate_risk,69.0,Arizona,Tucson,lower_middle,good,standard,24.0,Hyundai,Kona,2016,suv,7432.16,11815,mixed,298.4,21.600000000000023,34.59,0.0,298.4,263.80999999999995,low,1.0,13.24,4.0,0.0,1.0,22.01,low,0.0,0.0,0.0
POL01035,CUST00945,VEH01057,2024-11-08,2025-11-07,standard,basic,1000,0.695,41.27,9.12,0,4.0,35.86,monthly,1,active,0,0,,80.5,low,13.12,high,moderate_risk,58.0,Georgia,Savannah,lower_middle,poor,standard,36.0,Nissan,Sentra,2011,sedan,4315.99,23645,commuting,394.46,59.51000000000004,57.32,0.0,394.46,337.14,low,2.0,9.575,4.5,0.0,0.5,45.94,low,0.0,0.0,0.0
POL01036,CUST00946,VEH01058,2024-03-30,2025-03-29,premium,enhanced,1000,0.723,116.69,1.18,3,0.0,111.81,monthly,1,lapsed,0,1,price_increase,94.1,mid,4.18,low,moderate_risk,41.0,California,San Diego,low,excellent,premium,32.0,Jeep,Grand Cherokee,2022,suv,31854.52,17763,commuting,335.43,14.639999999999986,78.17,0.0,335.43,257.26,low,2.0,18.855,2.5,0.5,0.0,0.0,low,0.0,0.0,0.0
POL01037,CUST00947,VEH01059,2024-11-08,2025-11-07,standard,comprehensive,500,0.676,106.48,3.24,0,4.0,98.77,monthly,0,renewed,1,0,,92.5,mid,7.24,moderate,moderate_risk,75.0,New York,New York,low,poor,high_value,8.0,Ford,F-150,2016,pickup,11374.67,12495,leisure,1086.47,84.81000000000009,0.0,0.0,1684.0285,1086.47,medium,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL01038,CUST00948,VEH01060,2025-02-20,2026-02-19,premium,comprehensive,500,0.702,77.95,7.06,5,0.0,68.55,semiannual,0,active,0,0,,51.0,low,12.059999999999999,high,moderate_risk,78.0,Texas,Austin,low,good,standard,4.0,Honda,Cr-V,2020,suv,13664.68,3782,family,754.05,103.40000000000006,14.11,0.0,754.05,739.9399999999999,medium,1.0,5.14,0.0,0.0,1.0,20.98,low,0.0,0.0,0.0
POL01039,CUST00949,VEH01061,2024-11-16,2025-11-15,premium,enhanced,500,0.67,64.59,12.65,7,8.0,46.73,monthly,1,active,0,0,,69.1,low,27.65,very_high,moderate_risk,72.0,Arizona,Mesa,upper_middle,fair,high_value,12.0,Ford,Focus,2010,hatchback,5917.49,16280,commercial_light,514.03,196.4600000000001,30.69,2565.08,514.03,-2081.74,negative,1.0,8.36,2.0,0.0,0.0,0.0,low,1.0,3555.04,2565.08
POL01040,CUST00950,VEH01062,2024-04-02,2025-04-01,standard,enhanced,500,0.644,70.07,13.82,7,6.0,51.28,monthly,1,active,0,0,,81.6,low,26.82,very_high,moderate_risk,66.0,Pennsylvania,Philadelphia,low,fair,standard,3.0,Jeep,Grand Cherokee,2017,suv,26027.07,11201,commercial_light,205.12,75.15999999999997,38.62,0.0,205.12,166.5,low,2.0,5.390000000000001,2.0,0.5,0.5,0.0,low,0.0,0.0,0.0
POL01041,CUST00951,VEH01063,2024-03-22,2025-03-21,premium,enhanced,500,0.922,76.77,0.0,0,6.0,72.16,monthly,1,renewed,1,0,,100.0,low,6.0,moderate,high_risk,76.0,California,Los Angeles,lower_middle,good,standard,40.0,Nissan,Leaf,2013,hatchback,5329.75,7617,commercial_light,216.48,13.829999999999998,0.0,0.0,335.544,216.48,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL01042,CUST00952,VEH01064,2024-03-19,2025-03-18,premium,enhanced,500,0.992,111.7,6.18,0,4.0,100.33,monthly,1,active,0,0,,61.9,mid,10.18,high,high_risk,64.0,North Carolina,Greensboro,upper_middle,poor,standard,39.0,Toyota,Rav4,2018,suv,9995.13,25116,commuting,300.99,34.110000000000014,74.03999999999999,1465.26,300.99,-1238.31,negative,2.0,20.025,4.5,0.0,0.0,0.0,low,1.0,2025.96,1465.26
POL01043,CUST00953,VEH01065,2024-09-02,2025-09-01,standard,comprehensive,1500,0.764,90.89,4.41,0,0.0,86.88,monthly,0,active,0,0,,88.7,mid,4.41,low,moderate_risk,36.0,North Carolina,Raleigh,middle,excellent,budget,34.0,Jeep,Grand Cherokee,2013,suv,24008.77,19464,commuting,781.92,36.090000000000046,0.0,0.0,781.92,781.92,medium,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL01044,CUST00953,VEH01066,2024-04-05,2025-04-04,standard,basic,250,0.586,47.01,6.47,3,0.0,42.56,monthly,1,active,0,0,,58.6,low,9.469999999999999,moderate,low_risk,36.0,North Carolina,Raleigh,middle,excellent,budget,34.0,Toyota,Corolla,2024,sedan,22071.66,5545,family,170.24,17.799999999999983,0.0,0.0,170.24,170.24,low,0.0,0.0,0.0,0.0,0.0,0.0,none,1.0,542.25,0.0
POL01045,CUST00954,VEH01067,2024-06-18,2025-06-17,premium,enhanced,500,0.703,89.03,7.94,5,0.0,77.51,semiannual,1,active,0,0,,96.7,low,12.940000000000001,high,moderate_risk,45.0,Illinois,Naperville,high,very_good,premium,3.0,Nissan,Sentra,2024,sedan,17839.6,11993,commuting,465.06000000000006,69.11999999999998,78.56,14381.09,465.06000000000006,-13994.59,negative,3.0,6.066666666666666,2.0,0.6666666666666666,0.0,0.0,moderate,1.0,15620.04,14381.09
POL01046,CUST00955,VEH01068,2025-08-12,2026-08-11,liability_only,comprehensive,500,0.646,60.89,10.29,3,0.0,52.8,monthly,1,active,0,0,,71.8,low,13.29,high,moderate_risk,29.0,Ohio,Cincinnati,low,good,premium,6.0,Hyundai,Sonata,2017,sedan,13962.5,26507,commuting,264.0,40.45000000000002,0.0,0.0,264.0,264.0,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL01047,CUST00956,VEH01069,2024-02-28,2025-02-26,standard,enhanced,500,1.024,113.59,0.0,3,0.0,110.18,quarterly,1,active,0,0,,72.6,mid,3.0,low,high_risk,73.0,Arizona,Phoenix,upper_middle,poor,budget,13.0,Hyundai,Tucson,2019,suv,10033.61,19521,commercial_light,220.36,6.819999999999993,113.47,8025.860000000001,220.36,-7918.97,negative,3.0,16.44666666666667,4.0,0.0,0.0,0.0,moderate,2.0,9448.949999999999,8025.860000000001
POL01048,CUST00957,VEH01070,2024-03-27,2025-03-26,standard,comprehensive,500,0.863,77.6,6.76,5,0.0,68.47,monthly,1,renewed,1,0,,100.0,low,11.76,high,moderate_risk,20.0,Illinois,Chicago,low,fair,standard,40.0,Subaru,Forester,2014,suv,11375.39,25032,commuting,205.41,27.389999999999983,162.42000000000002,19192.41,318.3855,-19149.42,negative,5.0,15.606,3.5,0.2,0.2,26.38,moderate,1.0,22008.97,19192.41
POL01049,CUST00958,VEH01071,2024-10-19,2025-10-18,standard,enhanced,1000,0.69,43.41,6.18,5,0.0,38.56,monthly,0,active,0,0,,87.0,low,11.18,high,moderate_risk,70.0,New York,Buffalo,middle,excellent,standard,30.0,Kia,Forte,2013,sedan,5070.11,7540,commuting,385.6,48.49999999999994,56.5,0.0,385.6,329.1,low,1.0,40.62,4.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL01050,CUST00959,VEH01072,2025-07-21,2026-07-20,liability_only,comprehensive,500,0.629,51.19,9.12,7,6.0,39.87,semiannual,1,active,0,0,,64.2,low,22.119999999999997,very_high,moderate_risk,49.0,Georgia,Athens,low,excellent,standard,28.0,Hyundai,Sonata,2021,sedan,13307.39,13134,family,239.22,67.92,77.92,0.0,239.22,161.29999999999995,low,2.0,19.945,5.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL01051,CUST00960,VEH01073,2025-05-19,2026-05-18,standard,comprehensive,250,0.841,173.22,12.94,0,0.0,150.81,monthly,0,active,0,0,,72.6,high,12.94,high,moderate_risk,21.0,California,San Jose,lower_middle,fair,budget,33.0,Tesla,Model 3,2014,sedan,34956.24,4120,commuting,1206.48,179.27999999999997,41.4,0.0,1206.48,1165.08,medium,1.0,16.75,0.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL01052,CUST00961,VEH01074,2024-01-11,2025-01-09,full_coverage,basic,1000,0.613,40.0,7.94,5,0.0,34.82,semiannual,0,renewed,1,0,,59.3,low,12.940000000000001,high,moderate_risk,72.0,Georgia,Savannah,low,poor,budget,47.0,Kia,Soul,2012,hatchback,3500.0,8018,family,34.82,5.18,48.15,0.0,53.971,-13.329999999999998,negative,1.0,25.19,1.0,1.0,0.0,0.0,low,0.0,0.0,0.0
POL01053,CUST00962,VEH01075,2025-03-10,2026-03-09,liability_only,comprehensive,1000,0.627,117.83,12.06,0,0.0,103.62,quarterly,1,cancelled,0,1,moved_to_competitor,92.5,mid,12.06,high,moderate_risk,27.0,Texas,Houston,middle,poor,budget,9.0,Honda,Civic,2023,sedan,32408.97,17380,commuting,1036.2,142.09999999999994,49.7,0.0,1036.2,986.5,medium,1.0,27.12,4.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL01054,CUST00963,VEH01076,2025-06-04,2026-06-03,full_coverage,enhanced,250,0.773,47.03,9.12,7,6.0,36.63,semiannual,1,cancelled,0,1,billing_problems,89.3,low,22.119999999999997,very_high,moderate_risk,43.0,Florida,Miami,,very_good,standard,13.0,Ford,Mustang,2016,coupe,6486.87,19686,commuting,256.41,72.79999999999998,74.36,897.59,256.41,-715.54,negative,2.0,10.225,5.0,0.5,0.0,0.0,low,1.0,1266.94,897.59
POL01055,CUST00964,VEH01077,2024-05-19,2025-05-18,full_coverage,comprehensive,500,0.681,147.73,4.12,5,0.0,134.26,monthly,0,lapsed,0,1,moved_to_competitor,99.6,mid,9.120000000000001,moderate,moderate_risk,72.0,Texas,Austin,high,excellent,premium,4.0,Tesla,Model 3,2021,sedan,39724.44,11213,mixed,671.3,67.35,107.66,0.0,671.3,563.64,medium,3.0,11.526666666666666,5.0,0.0,0.3333333333333333,15.03,moderate,0.0,0.0,0.0
POL01056,CUST00965,VEH01078,2025-05-06,2026-05-05,premium,enhanced,250,0.837,115.4,0.0,3,0.0,111.94,semiannual,1,renewed,1,0,,98.2,mid,3.0,low,moderate_risk,76.0,North Carolina,Durham,lower_middle,good,standard,30.0,Jeep,Grand Cherokee,2022,sedan,29196.73,11250,commuting,895.52,27.680000000000064,0.0,0.0,1388.056,895.52,medium,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL01057,CUST00966,VEH01079,2025-05-24,2026-05-23,liability_only,basic,1000,0.836,53.59,5.29,0,0.0,50.76,monthly,1,active,0,0,,63.2,low,5.29,moderate,moderate_risk,18.0,California,Los Angeles,lower_middle,very_good,standard,36.0,Nissan,Leaf,2023,hatchback,18264.61,15712,mixed,406.08,22.640000000000043,0.0,0.0,406.08,406.08,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL01058,CUST00967,VEH01080,2025-06-11,2026-06-10,standard,comprehensive,250,0.765,133.13,4.12,0,0.0,127.65,monthly,0,renewed,1,0,,57.7,mid,4.12,low,moderate_risk,38.0,Illinois,Aurora,upper_middle,very_good,budget,2.0,Tesla,Model Y,2023,suv,38605.64,14066,mixed,893.5500000000001,38.35999999999993,78.51,0.0,1385.0025,815.0400000000001,medium,1.0,55.64,0.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL01059,CUST00968,VEH01081,2025-06-29,2026-06-28,liability_only,comprehensive,250,0.617,40.0,10.88,5,0.0,33.65,monthly,1,active,0,0,,78.6,low,15.88,high,moderate_risk,36.0,Arizona,Phoenix,low,good,budget,41.0,Ford,Escape,2014,suv,6694.8,10950,family,235.55,44.45000000000001,132.07999999999998,0.0,235.55,103.47,low,4.0,13.1525,2.3333333333333335,0.0,0.0,0.0,moderate,0.0,0.0,0.0
POL01060,CUST00969,VEH01082,2024-05-07,2025-05-06,full_coverage,comprehensive,1000,0.639,130.92,12.06,0,0.0,115.13,monthly,0,cancelled,0,1,moved_to_competitor,100.0,mid,12.06,high,moderate_risk,47.0,California,San Diego,high,excellent,budget,3.0,Tesla,Model Y,2014,sedan,28285.03,15764,mixed,575.65,78.94999999999996,34.43,0.0,575.65,541.22,medium,2.0,2.77,1.5,0.5,0.5,0.0,low,0.0,0.0,0.0
POL01061,CUST00970,VEH01084,2025-02-19,2026-02-18,standard,enhanced,250,0.603,49.4,6.47,0,4.0,44.23,annual,1,active,0,0,,95.1,low,10.469999999999999,high,moderate_risk,49.0,Georgia,Augusta,middle,excellent,premium,18.0,Tesla,Model Y,2011,suv,19030.2,8814,mixed,486.53,56.87000000000002,49.83,0.0,486.53,436.7,low,1.0,12.29,2.0,1.0,0.0,0.0,low,0.0,0.0,0.0
POL01062,CUST00971,VEH01085,2024-01-15,2025-01-13,full_coverage,enhanced,500,0.804,73.67,6.18,5,0.0,65.43,monthly,1,renewed,1,0,,92.1,low,11.18,high,moderate_risk,21.0,Texas,Austin,high,good,standard,24.0,Ford,F-150,2013,pickup,7511.86,11123,commuting,65.43,8.239999999999995,146.0,0.0,101.4165,-80.57,negative,2.0,48.75,5.0,0.0,1.0,17.91,low,0.0,0.0,0.0
POL01063,CUST00972,VEH01086,2025-09-23,2026-09-22,full_coverage,comprehensive,250,0.733,113.83,2.65,3,0.0,107.4,annual,1,active,0,0,,100.0,mid,5.65,moderate,moderate_risk,28.0,Texas,San Antonio,lower_middle,fair,premium,21.0,Subaru,Outback,2013,pickup,13275.0,21045,commuting,429.6,25.71999999999997,100.96,0.0,429.6,328.64,low,2.0,23.095,1.5,0.5,0.0,0.0,low,1.0,5543.24,0.0
POL01064,CUST00973,VEH01087,2024-07-13,2025-07-12,liability_only,enhanced,1000,0.602,50.73,14.71,0,4.0,41.24,monthly,1,lapsed,0,1,,73.9,low,18.71,high,moderate_risk,62.0,Illinois,Naperville,middle,very_good,standard,15.0,Honda,Cr-V,2019,suv,18888.68,15935,commercial_light,288.68,66.42999999999996,107.98,0.0,288.68,180.7,low,1.0,79.98,0.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL01065,CUST00974,VEH01088,2024-01-08,2025-01-06,liability_only,comprehensive,1000,0.626,52.79,7.35,0,4.0,46.8,quarterly,1,active,0,0,,85.4,low,11.35,high,moderate_risk,56.0,Florida,Miami,middle,good,standard,39.0,Toyota,Camry,2013,sedan,8223.77,13830,commuting,46.8,5.990000000000002,133.08,0.0,46.8,-86.28000000000002,negative,4.0,10.3375,2.6666666666666665,0.25,0.0,0.0,moderate,0.0,0.0,0.0
POL01066,CUST00975,VEH01089,2025-03-11,2026-03-10,standard,enhanced,500,0.696,93.44,3.53,3,0.0,87.34,quarterly,1,active,0,0,,87.0,mid,6.529999999999999,moderate,moderate_risk,73.0,Florida,Miami,middle,fair,budget,19.0,Hyundai,Tucson,2021,suv,14563.51,23178,mixed,873.4000000000001,60.99999999999994,75.08,0.0,873.4000000000001,798.32,medium,2.0,11.925,2.0,0.5,0.0,0.0,low,0.0,0.0,0.0
POL01067,CUST00976,VEH01090,2025-07-01,2026-06-30,premium,basic,1000,0.829,114.75,10.59,3,0.0,99.16,semiannual,0,renewed,1,0,,80.6,mid,13.59,high,moderate_risk,21.0,Pennsylvania,Erie,middle,good,standard,35.0,Nissan,Rogue,2025,suv,26363.42,10949,leisure,594.96,93.54000000000002,133.0,0.0,922.188,461.96,low,1.0,121.61,1.0,0.0,1.0,0.0,low,0.0,0.0,0.0
POL01068,CUST00977,VEH01091,2024-12-19,2025-12-18,full_coverage,basic,1500,0.74,79.1,8.82,7,6.0,61.84,semiannual,0,active,0,0,,76.4,low,21.82,very_high,moderate_risk,24.0,Georgia,Atlanta,lower_middle,good,budget,39.0,Toyota,Camry,2014,sedan,12323.99,6365,commuting,742.08,207.1199999999999,251.3,0.0,742.08,490.78,low,4.0,37.9025,3.0,0.0,0.0,0.0,moderate,0.0,0.0,0.0
POL01069,CUST00978,VEH01092,2024-09-07,2025-09-06,standard,comprehensive,500,0.626,43.73,13.53,7,0.0,34.75,semiannual,0,active,0,0,,73.7,low,20.53,very_high,moderate_risk,69.0,North Carolina,Charlotte,upper_middle,good,budget,20.0,Subaru,Outback,2011,sedan,12609.34,15473,commuting,312.75,80.81999999999996,76.58,710.74,312.75,-474.57,negative,3.0,4.406666666666667,4.333333333333333,0.3333333333333333,0.0,0.0,moderate,1.0,899.02,710.74
POL01070,CUST00979,VEH01093,2025-06-24,2026-06-23,standard,enhanced,500,0.931,105.45,10.88,5,4.0,84.49,quarterly,1,active,0,0,,91.3,mid,19.880000000000003,high,high_risk,18.0,California,Los Angeles,lower_middle,poor,budget,30.0,Nissan,Rogue,2016,suv,9253.47,7401,family,591.43,146.72000000000006,48.67,0.0,591.43,542.76,medium,1.0,25.84,3.0,0.0,1.0,13.39,low,0.0,0.0,0.0
POL01071,CUST00980,VEH01094,2025-09-15,2026-09-14,full_coverage,basic,1000,0.615,40.21,5.0,0,0.0,38.2,semiannual,0,lapsed,0,1,price_increase,78.1,low,5.0,low,moderate_risk,46.0,California,San Diego,low,fair,budget,2.0,Ford,Mustang,2010,coupe,3500.0,12401,commuting,152.8,8.039999999999992,108.25,1088.4,152.8,-1043.85,negative,1.0,80.31,0.0,0.0,0.0,0.0,low,1.0,1318.06,1088.4
POL01072,CUST00981,VEH01095,2024-02-13,2025-02-11,standard,enhanced,500,0.592,57.42,,7,0.0,47.83,monthly,1,lapsed,0,1,billing_problems,72.8,low,7.0,moderate,low_risk,32.0,Ohio,Columbus,,good,standard,18.0,Honda,Cr-V,2012,suv,11348.79,11991,commuting,95.66,19.180000000000007,79.07,2414.96,95.66,-2398.37,negative,2.0,20.665,4.0,0.0,0.0,0.0,low,1.0,2725.41,2414.96
POL01073,CUST00983,VEH01097,2025-09-13,2026-09-12,full_coverage,comprehensive,500,0.671,121.93,2.65,7,0.0,110.16,semiannual,1,active,0,0,,100.0,mid,9.65,moderate,moderate_risk,54.0,Florida,Miami,upper_middle,good,budget,47.0,Subaru,Outback,2024,suv,23318.55,16868,commuting,440.64,47.08000000000004,56.99,93.64,440.64,290.01,low,3.0,5.413333333333333,2.6666666666666665,0.6666666666666666,0.0,0.0,moderate,2.0,297.52,93.64
POL01074,CUST00984,VEH01098,2025-04-04,2026-04-03,liability_only,comprehensive,500,0.722,89.19,8.82,7,4.0,71.51,annual,0,active,0,0,,63.3,low,19.82,high,moderate_risk,72.0,Ohio,Toledo,high,good,premium,14.0,Hyundai,Kona,2025,suv,28339.07,18026,family,643.59,159.11999999999995,22.94,0.0,643.59,620.65,medium,1.0,11.17,2.0,0.0,0.0,0.0,low,1.0,3500.0,0.0
POL01075,CUST00985,VEH01099,2024-06-21,2025-06-20,standard,enhanced,500,0.758,45.85,1.47,3,0.0,43.8,quarterly,0,active,0,0,,75.4,low,4.47,low,moderate_risk,45.0,Texas,San Antonio,high,very_good,premium,26.0,Subaru,Impreza,2014,hatchback,8719.83,5501,leisure,262.79999999999995,12.300000000000026,14.36,0.0,262.79999999999995,248.43999999999997,low,1.0,5.45,0.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL01076,CUST00986,VEH01100,2025-06-20,2026-06-19,premium,basic,500,0.615,56.4,10.88,0,0.0,50.26,monthly,1,cancelled,0,1,moved_to_competitor,88.8,low,10.88,high,moderate_risk,60.0,Georgia,Augusta,lower_middle,good,premium,44.0,Jeep,Grand Cherokee,2024,suv,23160.47,14141,commercial_light,351.82,42.98,47.4,0.0,351.82,304.42,low,2.0,12.12,4.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL01077,CUST00987,VEH01101,2024-08-18,2025-08-17,standard,comprehensive,1000,0.685,129.61,9.71,5,0.0,110.54,quarterly,0,active,0,0,,81.2,mid,14.71,high,moderate_risk,74.0,Ohio,Toledo,middle,good,standard,20.0,Tesla,Model 3,2020,sedan,35790.4,15505,family,884.32,152.56000000000006,41.86,0.0,884.32,842.46,medium,2.0,6.16,4.5,0.0,0.5,6.55,low,0.0,0.0,0.0
POL01078,CUST00988,VEH01102,2024-06-28,2025-06-27,liability_only,basic,1000,0.763,40.0,5.29,0,0.0,37.88,semiannual,0,active,0,0,,100.0,low,5.29,moderate,moderate_risk,71.0,Texas,San Antonio,lower_middle,excellent,premium,18.0,Honda,Odyssey,2022,suv,23939.75,15288,commuting,227.28000000000003,12.719999999999985,90.6,0.0,227.28000000000003,136.68000000000004,low,2.0,14.125,3.0,0.0,0.5,26.54,low,0.0,0.0,0.0
POL01079,CUST00989,VEH01103,2024-03-17,2025-03-16,standard,comprehensive,500,0.543,72.99,7.94,0,0.0,67.19,monthly,0,active,0,0,,68.8,low,7.94,moderate,low_risk,59.0,Texas,San Antonio,lower_middle,good,standard,17.0,Chevrolet,Bolt,2020,hatchback,19414.3,2500,commuting,201.57,17.39999999999999,0.0,0.0,201.57,201.57,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
