driving_record_id,policy_id,customer_id,vehicle_id,observation_month,driving_score,avg_trip_distance,trips_per_week,hard_brakes_count,rapid_acceleration_count,night_driving_pct,weekend_driving_pct,distracted_driving_flag,speeding_events_count,urban_driving_pct,highway_driving_pct,mileage_logged
DRV010719,POL01050,CUST00959,VEH01072,2025-01-01,76.0,16.21,10,12,4,0.178,0.604,0,3,0.731,0.161,1279.0
DRV010720,POL01050,CUST00959,VEH01072,2025-02-01,85.0,10.83,5,7,7,0.055,0.317,0,6,0.555,0.373,813.0
DRV010721,POL01050,CUST00959,VEH01072,2025-03-01,70.0,12.07,6,10,10,0.116,0.319,0,8,0.478,0.53,960.0
DRV010722,POL01050,CUST00959,VEH01072,2025-04-01,86.0,8.93,9,5,7,0.242,0.298,1,6,0.691,0.38,1273.0
DRV010723,POL01050,CUST00959,VEH01072,2025-05-01,71.0,9.4,8,6,6,0.417,0.281,0,9,0.631,0.212,890.0
DRV010724,POL01050,CUST00959,VEH01072,2025-06-01,75.0,20.99,6,9,4,0.096,0.42,0,12,0.516,0.656,1069.0
DRV010725,POL01050,CUST00959,VEH01072,2025-07-01,81.0,14.28,7,10,0,0.277,0.292,0,3,0.299,0.632,727.0
DRV010726,POL01050,CUST00959,VEH01072,2025-08-01,92.0,12.38,6,5,4,0.152,0.433,0,1,0.65,0.31,808.0
DRV010727,POL01050,CUST00959,VEH01072,2025-09-01,81.0,8.96,9,6,3,0.133,0.318,0,2,0.431,0.427,1405.0
DRV010728,POL01050,CUST00959,VEH01072,2025-10-01,83.0,11.01,8,15,11,0.149,0.417,0,6,0.311,0.783,741.0
DRV010729,POL01050,CUST00959,VEH01072,2025-11-01,83.0,12.62,7,14,9,0.298,0.755,0,4,0.772,0.26,1234.0
DRV010730,POL01050,CUST00959,VEH01072,2025-12-01,90.0,2.95,4,6,7,0.105,0.577,0,4,0.809,0.314,1190.0
DRV010731,POL01051,CUST00960,VEH01073,2025-01-01,67.0,17.34,4,9,11,0.451,0.396,0,9,0.633,0.351,374.0
DRV010732,POL01051,CUST00960,VEH01073,2025-02-01,76.0,18.57,6,9,7,0.26,0.44,0,3,0.581,0.355,50.0
DRV010733,POL01051,CUST00960,VEH01073,2025-03-01,73.0,8.7,7,9,7,0.436,0.551,1,9,0.822,0.064,155.0
DRV010734,POL01051,CUST00960,VEH01073,2025-04-01,60.0,4.86,6,8,13,0.148,0.274,0,5,0.301,0.621,504.0
DRV010735,POL01051,CUST00960,VEH01073,2025-05-01,75.0,11.22,2,5,8,0.09,0.307,0,10,0.778,0.238,405.0
DRV010736,POL01051,CUST00960,VEH01073,2025-06-01,79.0,10.3,10,6,3,0.156,0.557,0,1,0.809,0.214,672.0
DRV010737,POL01051,CUST00960,VEH01073,2025-07-01,62.0,14.57,11,10,8,0.224,0.189,1,8,0.765,0.262,173.0
DRV010738,POL01051,CUST00960,VEH01073,2025-08-01,72.0,8.07,2,8,7,0.126,0.369,0,8,0.719,0.242,50.0
DRV010739,POL01051,CUST00960,VEH01073,2025-09-01,76.0,9.86,11,8,8,0.111,0.419,0,4,0.506,0.585,230.0
DRV010740,POL01051,CUST00960,VEH01073,2025-10-01,70.0,6.75,6,14,6,0.207,0.687,1,7,0.701,0.351,293.0
DRV010741,POL01051,CUST00960,VEH01073,2025-11-01,73.0,9.57,6,5,11,0.512,0.175,0,10,0.333,0.653,122.0
DRV010742,POL01051,CUST00960,VEH01073,2025-12-01,70.0,4.93,11,13,12,0.448,0.508,0,6,0.642,0.423,471.0
DRV010743,POL01052,CUST00961,VEH01074,2025-01-01,82.0,4.09,9,4,5,0.426,0.065,0,4,0.499,0.386,542.0
DRV010744,POL01052,CUST00961,VEH01074,2025-03-01,93.0,4.02,6,4,4,0.294,0.267,0,1,0.451,0.557,886.0
DRV010745,POL01052,CUST00961,VEH01074,2025-04-01,92.0,17.25,3,7,6,0.194,0.689,0,4,0.817,0.296,867.0
DRV010746,POL01052,CUST00961,VEH01074,2025-05-01,79.0,8.99,8,5,8,0.353,0.522,0,3,0.884,0.203,729.0
DRV010747,POL01052,CUST00961,VEH01074,2025-06-01,67.0,10.86,3,9,8,0.212,0.442,0,6,0.799,0.145,878.0
DRV010748,POL01052,CUST00961,VEH01074,2025-07-01,83.0,16.83,9,2,6,0.028,0.548,0,6,0.618,0.246,686.0
DRV010749,POL01052,CUST00961,VEH01074,2025-08-01,80.0,18.59,9,14,4,0.208,0.712,1,1,0.623,0.42,782.0
DRV010750,POL01052,CUST00961,VEH01074,2025-09-01,72.0,9.77,8,7,3,0.331,0.726,0,5,0.871,0.092,816.0
DRV010751,POL01052,CUST00961,VEH01074,2025-10-01,71.0,5.92,3,6,6,0.132,0.434,0,6,0.63,0.294,652.0
DRV010752,POL01052,CUST00961,VEH01074,2025-11-01,69.0,9.49,7,14,10,0.065,0.464,0,9,0.726,0.229,1105.0
DRV010753,POL01053,CUST00962,VEH01075,2025-01-01,64.0,9.86,7,8,11,0.156,0.31,0,7,0.881,0.049,1511.0
DRV010754,POL01053,CUST00962,VEH01075,2025-02-01,76.0,6.54,8,6,6,0.152,0.179,0,1,0.571,0.361,1477.0
DRV010755,POL01053,CUST00962,VEH01075,2025-03-01,82.0,11.89,6,10,5,0.197,0.378,0,4,0.607,0.294,1568.0
DRV010756,POL01053,CUST00962,VEH01075,2025-04-01,80.0,16.8,12,3,1,0.094,0.712,0,3,0.575,0.402,1668.0
DRV010757,POL01053,CUST00962,VEH01075,2025-05-01,89.0,13.65,6,8,7,0.226,0.151,0,4,0.934,0.0,1301.0
DRV010758,POL01053,CUST00962,VEH01075,2025-06-01,74.0,13.71,9,10,8,0.457,0.573,0,15,0.245,0.992,1456.0
DRV010759,POL01053,CUST00962,VEH01075,2025-07-01,91.0,8.03,6,9,1,0.446,0.627,0,7,0.35,0.833,1836.0
DRV010760,POL01053,CUST00962,VEH01075,2025-08-01,80.0,23.19,7,7,4,0.203,0.306,1,4,0.635,0.354,1275.0
DRV010761,POL01053,CUST00962,VEH01075,2025-09-01,63.0,15.45,14,9,12,0.275,0.258,0,8,0.655,0.251,1820.0
DRV010762,POL01053,CUST00962,VEH01075,2025-10-01,88.0,6.75,8,8,9,0.182,0.585,1,4,0.623,0.358,1362.0
DRV010763,POL01053,CUST00962,VEH01075,2025-11-01,82.0,19.42,5,11,4,0.292,0.469,0,3,0.54,0.492,1532.0
DRV010764,POL01053,CUST00962,VEH01075,2025-12-01,78.0,8.71,10,8,4,0.251,0.24,0,7,0.65,0.287,1174.0
DRV010765,POL01054,CUST00963,VEH01076,2025-01-01,75.0,9.55,7,6,5,0.158,0.706,1,10,0.894,0.06,1980.0
DRV010766,POL01054,CUST00963,VEH01076,2025-03-01,88.0,12.05,9,0,10,0.158,0.42,0,4,0.572,0.286,1763.0
DRV010767,POL01054,CUST00963,VEH01076,2025-04-01,87.0,16.64,14,10,7,0.29,0.362,1,8,0.574,0.25,1891.0
DRV010768,POL01054,CUST00963,VEH01076,2025-05-01,66.0,19.58,9,13,13,0.242,0.613,0,7,0.724,0.342,1676.0
DRV010769,POL01054,CUST00963,VEH01076,2025-06-01,63.0,10.95,11,6,6,0.169,0.32,0,8,0.394,0.63,1808.0
DRV010770,POL01054,CUST00963,VEH01076,2025-07-01,72.0,14.41,10,5,6,0.599,0.578,0,12,0.448,0.409,1854.0
DRV010771,POL01054,CUST00963,VEH01076,2025-08-01,77.0,5.91,9,6,6,0.1,0.361,0,3,0.429,0.588,1567.0
DRV010772,POL01054,CUST00963,VEH01076,2025-09-01,69.0,2.59,5,15,9,0.097,0.559,0,10,0.809,0.173,1453.0
DRV010773,POL01054,CUST00963,VEH01076,2025-10-01,81.0,9.01,9,4,4,0.186,0.448,0,6,0.55,0.518,1663.0
DRV010774,POL01054,CUST00963,VEH01076,2025-12-01,70.0,15.27,5,10,9,0.154,0.511,0,6,0.553,0.353,1435.0
DRV010775,POL01055,CUST00964,VEH01077,2025-01-01,91.0,23.11,11,4,3,0.09,0.315,0,1,0.4,0.64,750.0
DRV010776,POL01055,CUST00964,VEH01077,2025-02-01,92.0,7.47,12,4,1,0.171,0.464,0,3,0.364,0.631,1329.0
DRV010777,POL01055,CUST00964,VEH01077,2025-03-01,88.0,4.72,10,5,1,0.026,0.574,0,4,0.607,0.396,582.0
DRV010778,POL01055,CUST00964,VEH01077,2025-04-01,73.0,11.82,10,4,4,0.43,0.246,0,11,0.773,0.167,512.0
DRV010779,POL01055,CUST00964,VEH01077,2025-05-01,67.0,7.7,6,19,8,0.405,0.264,0,9,0.661,0.308,1016.0
DRV010780,POL01055,CUST00964,VEH01077,2025-06-01,67.0,12.8,6,15,6,0.142,0.582,0,7,0.636,0.418,1096.0
DRV010781,POL01055,CUST00964,VEH01077,2025-07-01,88.0,16.15,10,6,8,0.213,0.657,0,12,0.742,0.346,572.0
DRV010782,POL01055,CUST00964,VEH01077,2025-08-01,76.0,4.61,1,9,8,0.319,0.483,0,4,0.783,0.213,1231.0
DRV010783,POL01055,CUST00964,VEH01077,2025-09-01,76.0,11.54,9,5,4,0.209,0.454,0,5,0.405,0.52,1323.0
DRV010784,POL01055,CUST00964,VEH01077,2025-10-01,79.0,6.15,1,10,10,0.047,0.305,0,6,0.745,0.278,730.0
DRV010785,POL01055,CUST00964,VEH01077,2025-11-01,82.0,5.21,9,10,3,0.284,0.527,0,8,0.663,0.372,953.0
DRV010786,POL01055,CUST00964,VEH01077,2025-12-01,82.0,9.38,4,7,8,0.102,0.186,0,3,0.537,0.381,860.0
DRV010787,POL01056,CUST00965,VEH01078,2025-01-01,82.0,11.57,9,9,7,0.423,0.272,0,1,0.636,0.297,863.0
DRV010788,POL01056,CUST00965,VEH01078,2025-02-01,66.0,9.39,11,11,10,0.24,0.593,0,7,0.609,0.353,590.0
DRV010789,POL01056,CUST00965,VEH01078,2025-04-01,69.0,14.77,8,12,14,0.026,0.276,1,13,0.52,0.468,1324.0
DRV010790,POL01056,CUST00965,VEH01078,2025-05-01,59.0,11.96,10,8,6,0.091,0.405,0,10,0.629,0.368,716.0
DRV010791,POL01056,CUST00965,VEH01078,2025-06-01,68.0,10.48,3,11,10,0.084,0.425,1,5,0.719,0.317,1256.0
DRV010792,POL01056,CUST00965,VEH01078,2025-07-01,68.0,13.32,4,10,6,0.129,0.483,1,13,0.244,0.813,659.0
DRV010793,POL01056,CUST00965,VEH01078,2025-08-01,71.0,12.59,6,10,2,0.423,0.596,0,13,0.548,0.396,932.0
DRV010794,POL01056,CUST00965,VEH01078,2025-09-01,69.0,9.15,5,14,9,0.428,0.396,0,10,0.405,0.551,1150.0
DRV010795,POL01056,CUST00965,VEH01078,2025-11-01,70.0,12.58,4,9,6,0.19,0.29,0,11,0.76,0.225,1045.0
DRV010796,POL01056,CUST00965,VEH01078,2025-12-01,70.0,6.99,6,17,13,0.281,0.586,0,6,0.772,0.034,828.0
DRV010797,POL01057,CUST00966,VEH01079,2025-01-01,77.0,9.28,7,8,5,0.424,0.63,0,4,0.208,0.699,
DRV010798,POL01057,CUST00966,VEH01079,2025-02-01,69.0,6.43,9,13,9,0.309,0.114,0,12,0.602,0.503,1465.0
DRV010799,POL01057,CUST00966,VEH01079,2025-03-01,76.0,9.91,6,4,7,0.163,0.298,0,2,0.454,0.481,1264.0
DRV010800,POL01057,CUST00966,VEH01079,2025-04-01,87.0,13.29,4,10,3,0.025,0.684,0,5,0.616,0.409,1409.0
DRV010801,POL01057,CUST00966,VEH01079,2025-05-01,83.0,7.2,10,8,3,0.226,0.285,0,2,0.64,0.277,1277.0
DRV010802,POL01057,CUST00966,VEH01079,2025-06-01,83.0,10.74,8,11,6,0.304,0.261,0,4,0.547,0.503,1269.0
DRV010803,POL01057,CUST00966,VEH01079,2025-07-01,85.0,4.18,11,4,4,0.158,0.442,0,3,0.797,0.216,1374.0
DRV010804,POL01057,CUST00966,VEH01079,2025-08-01,81.0,12.21,2,5,7,0.31,0.507,0,8,0.41,0.549,962.0
DRV010805,POL01057,CUST00966,VEH01079,2025-09-01,79.0,21.87,8,8,3,0.318,0.374,0,4,0.665,0.288,1627.0
DRV010806,POL01057,CUST00966,VEH01079,2025-10-01,73.0,17.37,5,2,9,0.192,0.421,0,12,0.42,0.552,1363.0
DRV010807,POL01057,CUST00966,VEH01079,2025-11-01,81.0,11.31,3,3,11,0.219,0.366,1,1,0.588,0.279,1105.0
DRV010808,POL01057,CUST00966,VEH01079,2025-12-01,82.0,7.15,9,6,5,0.07,0.405,0,6,0.428,0.661,1212.0
DRV010809,POL01058,CUST00967,VEH01080,2025-01-01,76.0,9.74,7,5,3,0.318,0.329,1,4,0.725,0.334,989.0
DRV010810,POL01058,CUST00967,VEH01080,2025-05-01,84.0,16.86,8,9,6,0.099,0.434,0,5,0.76,0.335,566.0
DRV010811,POL01058,CUST00967,VEH01080,2025-06-01,76.0,11.27,9,8,9,0.125,0.383,1,3,0.759,0.207,1308.0
DRV010812,POL01058,CUST00967,VEH01080,2025-09-01,68.0,6.84,7,16,14,0.195,0.111,0,9,0.282,0.667,
DRV010813,POL01058,CUST00967,VEH01080,2025-10-01,84.0,10.78,6,6,5,0.312,0.342,1,6,0.323,0.747,1275.0
DRV010814,POL01058,CUST00967,VEH01080,2025-11-01,90.0,1.5,7,8,11,0.153,0.439,1,7,0.119,0.794,1450.0
DRV010815,POL01059,CUST00968,VEH01081,2025-02-01,82.0,12.81,3,9,5,0.62,0.302,0,5,0.587,0.304,1113.0
DRV010816,POL01059,CUST00968,VEH01081,2025-03-01,78.0,13.32,11,9,0,0.218,0.622,0,7,0.404,0.568,827.0
DRV010817,POL01059,CUST00968,VEH01081,2025-06-01,77.0,3.37,11,6,5,0.092,0.562,0,6,0.683,0.357,1551.0
DRV010818,POL01059,CUST00968,VEH01081,2025-08-01,67.0,6.42,5,17,9,0.367,0.335,0,7,0.623,0.347,777.0
DRV010819,POL01059,CUST00968,VEH01081,2025-10-01,80.0,6.6,7,6,11,0.309,0.341,0,8,0.35,0.621,628.0
DRV010820,POL01059,CUST00968,VEH01081,2025-12-01,75.0,7.2,6,11,6,0.313,0.583,0,5,0.571,0.47,712.0
DRV010821,POL01060,CUST00969,VEH01082,2025-01-01,75.0,2.47,12,10,4,0.139,0.313,0,7,0.89,0.126,1073.0
DRV010822,POL01060,CUST00969,VEH01082,2025-02-01,65.0,14.07,8,11,8,0.233,0.65,1,7,0.492,0.407,1181.0
DRV010823,POL01060,CUST00969,VEH01082,2025-03-01,83.0,5.34,7,9,7,0.049,0.514,0,2,0.449,0.532,1415.0
DRV010824,POL01060,CUST00969,VEH01082,2025-04-01,78.0,12.91,10,11,3,0.141,0.364,0,7,0.322,0.737,1164.0
DRV010825,POL01060,CUST00969,VEH01082,2025-05-01,78.0,16.72,5,11,3,0.1,0.451,0,5,0.686,0.336,1158.0
DRV010826,POL01060,CUST00969,VEH01082,2025-06-01,90.0,3.97,8,7,1,0.503,0.418,0,5,0.626,0.382,1673.0
DRV010827,POL01060,CUST00969,VEH01082,2025-07-01,69.0,2.94,9,12,14,0.355,0.255,1,13,0.698,0.089,1171.0
DRV010828,POL01060,CUST00969,VEH01082,2025-08-01,75.0,15.3,6,10,8,0.265,0.761,1,11,0.685,0.219,1048.0
DRV010829,POL01060,CUST00969,VEH01082,2025-09-01,71.0,15.9,3,10,5,0.072,0.353,0,8,0.532,0.369,
DRV010830,POL01060,CUST00969,VEH01082,2025-10-01,73.0,12.88,8,8,9,0.571,0.279,0,5,0.571,0.442,1010.0
DRV010831,POL01060,CUST00969,VEH01082,2025-11-01,80.0,16.88,12,6,5,0.4,0.689,1,3,0.814,0.116,1239.0
DRV010832,POL01060,CUST00969,VEH01082,2025-12-01,72.0,14.86,11,10,7,0.077,0.651,0,12,0.746,0.191,1052.0
DRV010833,POL01061,CUST00970,VEH01084,2025-01-01,71.0,7.44,10,5,8,0.282,0.434,0,6,0.513,0.482,469.0
DRV010834,POL01061,CUST00970,VEH01084,2025-02-01,77.0,14.55,4,13,6,0.117,0.133,0,4,0.646,0.454,1087.0
DRV010835,POL01061,CUST00970,VEH01084,2025-03-01,79.0,13.49,7,5,6,0.393,0.419,1,1,0.74,0.153,900.0
DRV010836,POL01061,CUST00970,VEH01084,2025-04-01,85.0,7.7,7,14,7,0.118,0.618,0,4,0.739,0.247,
DRV010837,POL01061,CUST00970,VEH01084,2025-05-01,85.0,6.45,9,5,5,0.253,0.389,1,6,0.573,0.411,518.0
DRV010838,POL01061,CUST00970,VEH01084,2025-06-01,72.0,15.39,6,14,5,0.421,0.674,0,7,0.341,0.711,523.0
DRV010839,POL01061,CUST00970,VEH01084,2025-07-01,80.0,7.03,7,8,6,0.561,0.107,0,3,0.563,0.495,1175.0
DRV010840,POL01061,CUST00970,VEH01084,2025-08-01,79.0,12.49,8,0,7,0.137,0.251,0,7,0.437,0.539,1230.0
DRV010841,POL01061,CUST00970,VEH01084,2025-09-01,100.0,6.79,6,5,7,0.083,0.389,0,4,0.723,0.344,689.0
DRV010842,POL01061,CUST00970,VEH01084,2025-10-01,83.0,14.01,8,6,8,0.537,0.106,0,7,0.666,0.353,462.0
DRV010843,POL01061,CUST00970,VEH01084,2025-11-01,72.0,10.16,6,5,9,0.115,0.371,0,5,0.785,0.317,764.0
DRV010844,POL01061,CUST00970,VEH01084,2025-12-01,75.0,14.51,6,8,5,0.339,0.402,0,8,0.7,0.194,363.0
DRV010845,POL01062,CUST00971,VEH01085,2025-01-01,92.0,18.8,11,6,5,0.114,0.337,0,4,0.49,0.475,1010.0
DRV010846,POL01062,CUST00971,VEH01085,2025-02-01,91.0,14.4,8,9,7,0.357,0.289,0,2,0.762,0.283,1244.0
DRV010847,POL01062,CUST00971,VEH01085,2025-03-01,96.0,17.99,1,4,9,0.289,0.537,1,6,0.828,0.321,1027.0
DRV010848,POL01062,CUST00971,VEH01085,2025-04-01,74.0,6.97,7,4,13,0.493,0.264,0,8,0.671,0.298,1140.0
DRV010849,POL01062,CUST00971,VEH01085,2025-05-01,86.0,14.98,7,5,7,0.147,0.468,0,8,0.585,0.337,1232.0
DRV010850,POL01062,CUST00971,VEH01085,2025-06-01,77.0,16.2,9,10,7,0.276,0.408,0,1,0.746,0.328,1296.0
DRV010851,POL01062,CUST00971,VEH01085,2025-07-01,79.0,14.91,5,5,5,0.176,0.337,0,2,0.513,0.533,924.0
DRV010852,POL01062,CUST00971,VEH01085,2025-08-01,81.0,7.27,11,8,7,0.09,0.346,0,3,0.873,0.084,791.0
DRV010853,POL01062,CUST00971,VEH01085,2025-09-01,85.0,12.23,6,5,9,0.131,0.627,0,2,0.495,0.618,595.0
DRV010854,POL01062,CUST00971,VEH01085,2025-12-01,76.0,13.21,6,10,5,0.198,0.32,1,3,0.553,0.435,521.0
DRV010855,POL01063,CUST00972,VEH01086,2025-01-01,78.0,13.19,10,4,11,0.119,0.247,0,9,0.79,0.198,1748.0
DRV010856,POL01063,CUST00972,VEH01086,2025-02-01,67.0,9.84,11,14,8,0.086,0.545,1,18,0.349,0.631,2299.0
DRV010857,POL01063,CUST00972,VEH01086,2025-03-01,83.0,10.65,5,9,10,0.107,0.509,1,0,0.411,0.689,2029.0
DRV010858,POL01063,CUST00972,VEH01086,2025-04-01,80.0,24.78,5,11,4,0.445,0.406,0,3,0.536,0.418,1688.0
DRV010859,POL01063,CUST00972,VEH01086,2025-07-01,66.0,7.48,9,12,5,0.213,0.306,0,10,0.724,0.274,1848.0
DRV010860,POL01063,CUST00972,VEH01086,2025-08-01,74.0,17.47,7,6,7,0.107,0.298,0,13,0.536,0.505,
DRV010861,POL01063,CUST00972,VEH01086,2025-09-01,55.0,7.82,13,11,11,0.22,0.561,1,15,0.619,0.316,1618.0
DRV010862,POL01063,CUST00972,VEH01086,2025-10-01,73.0,13.05,6,7,9,0.226,0.464,0,10,0.619,0.401,1425.0
DRV010863,POL01063,CUST00972,VEH01086,2025-11-01,74.0,5.67,3,11,9,0.231,0.464,1,5,0.499,0.459,1727.0
DRV010864,POL01063,CUST00972,VEH01086,2025-12-01,79.0,1.55,5,4,6,0.268,0.349,0,3,0.416,0.599,1984.0
DRV010865,POL01064,CUST00973,VEH01087,2025-01-01,75.0,12.63,5,6,6,0.087,0.128,0,7,0.469,0.53,1069.0
DRV010866,POL01064,CUST00973,VEH01087,2025-02-01,65.0,10.21,8,12,9,0.247,0.446,1,10,0.39,0.492,1539.0
DRV010867,POL01064,CUST00973,VEH01087,2025-04-01,78.0,1.5,4,6,10,0.229,0.388,1,2,0.34,0.652,1693.0
DRV010868,POL01064,CUST00973,VEH01087,2025-05-01,92.0,15.94,4,4,13,0.219,0.81,0,2,0.492,0.608,1504.0
DRV010869,POL01064,CUST00973,VEH01087,2025-08-01,79.0,4.46,5,6,5,0.312,0.604,0,6,0.574,0.535,1152.0
DRV010870,POL01064,CUST00973,VEH01087,2025-09-01,77.0,20.52,4,11,5,0.16,0.613,0,5,0.474,0.537,1058.0
DRV010871,POL01064,CUST00973,VEH01087,2025-11-01,75.0,7.57,8,2,4,0.031,0.254,0,9,0.743,0.168,1442.0
DRV010872,POL01064,CUST00973,VEH01087,2025-12-01,76.0,9.68,11,6,9,0.214,0.507,0,1,0.519,0.466,1715.0
DRV010873,POL01065,CUST00974,VEH01088,2025-01-01,83.0,8.43,8,10,6,0.112,0.147,0,3,0.471,0.458,947.0
DRV010874,POL01065,CUST00974,VEH01088,2025-02-01,78.0,14.03,6,7,4,0.405,0.316,0,4,0.303,0.682,1337.0
DRV010875,POL01065,CUST00974,VEH01088,2025-03-01,79.0,14.03,10,5,5,0.557,0.396,0,5,0.701,0.325,1063.0
DRV010876,POL01065,CUST00974,VEH01088,2025-04-01,73.0,9.09,9,4,9,0.371,0.642,1,12,0.665,0.225,872.0
DRV010877,POL01065,CUST00974,VEH01088,2025-05-01,80.0,1.79,6,3,7,0.157,0.649,0,5,0.51,0.532,
DRV010878,POL01065,CUST00974,VEH01088,2025-06-01,96.0,12.09,4,2,2,0.583,0.578,1,6,0.666,0.365,789.0
DRV010879,POL01065,CUST00974,VEH01088,2025-07-01,79.0,10.46,10,8,4,0.235,0.302,0,2,0.735,0.315,1263.0
DRV010880,POL01065,CUST00974,VEH01088,2025-08-01,88.0,8.12,13,7,8,0.085,0.441,0,6,0.42,0.44,1282.0
DRV010881,POL01065,CUST00974,VEH01088,2025-09-01,67.0,3.4,9,18,8,0.201,0.488,1,18,0.258,0.787,1313.0
DRV010882,POL01065,CUST00974,VEH01088,2025-10-01,77.0,14.46,5,6,2,0.246,0.678,0,4,0.519,0.403,1400.0
DRV010883,POL01065,CUST00974,VEH01088,2025-11-01,84.0,2.59,9,8,6,0.581,0.185,0,3,0.637,0.518,1041.0
DRV010884,POL01065,CUST00974,VEH01088,2025-12-01,82.0,7.19,3,8,2,0.261,0.408,0,4,0.81,0.128,932.0
DRV010885,POL01066,CUST00975,VEH01089,2025-01-01,85.0,14.52,8,10,8,0.391,0.519,0,3,0.678,0.229,2079.0
DRV010886,POL01066,CUST00975,VEH01089,2025-02-01,56.0,9.54,7,13,7,0.104,0.585,0,8,0.578,0.534,2118.0
DRV010887,POL01066,CUST00975,VEH01089,2025-03-01,69.0,1.74,12,9,12,0.317,0.404,1,3,0.182,0.661,1693.0
DRV010888,POL01066,CUST00975,VEH01089,2025-04-01,83.0,11.71,7,6,7,0.048,0.77,0,4,0.912,0.052,1595.0
DRV010889,POL01066,CUST00975,VEH01089,2025-06-01,79.0,11.54,5,6,9,0.197,0.384,0,2,0.879,0.036,2096.0
DRV010890,POL01066,CUST00975,VEH01089,2025-07-01,68.0,12.65,7,11,8,0.146,0.53,0,8,0.863,0.191,2106.0
DRV010891,POL01066,CUST00975,VEH01089,2025-08-01,78.0,15.67,1,7,6,0.308,0.231,0,7,0.59,0.37,1632.0
DRV010892,POL01066,CUST00975,VEH01089,2025-10-01,5.0,8.73,1,4,5,0.598,0.677,0,6,0.763,0.165,2120.0
DRV010893,POL01066,CUST00975,VEH01089,2025-11-01,88.0,4.57,12,2,3,0.416,0.179,0,6,0.457,0.607,1921.0
DRV010894,POL01066,CUST00975,VEH01089,2025-12-01,81.0,21.46,9,11,8,0.254,0.477,0,2,0.548,0.481,1815.0
DRV010895,POL01067,CUST00976,VEH01090,2025-01-01,67.0,4.5,5,14,11,0.274,0.58,0,10,0.636,0.267,676.0
DRV010896,POL01067,CUST00976,VEH01090,2025-03-01,69.0,6.9,6,8,14,0.2,0.188,0,6,0.732,0.226,1111.0
DRV010897,POL01067,CUST00976,VEH01090,2025-05-01,74.0,21.3,12,6,5,0.247,0.188,0,12,0.767,0.336,1036.0
DRV010898,POL01067,CUST00976,VEH01090,2025-07-01,68.0,1.5,4,12,14,0.018,0.402,1,12,0.621,0.454,968.0
DRV010899,POL01067,CUST00976,VEH01090,2025-08-01,73.0,10.23,4,7,7,0.057,0.186,1,7,0.516,0.602,1082.0
DRV010900,POL01067,CUST00976,VEH01090,2025-09-01,88.0,7.89,11,12,7,0.33,0.538,0,5,0.626,0.59,743.0
DRV010901,POL01067,CUST00976,VEH01090,2025-11-01,85.0,16.26,3,8,7,0.168,0.402,0,4,0.377,0.551,1055.0
DRV010902,POL01067,CUST00976,VEH01090,2025-12-01,80.0,7.09,9,5,5,0.123,0.477,0,11,0.711,0.215,996.0
DRV010903,POL01068,CUST00977,VEH01091,2025-01-01,92.0,13.44,8,9,7,0.417,0.224,1,3,0.673,0.386,60.0
DRV010904,POL01068,CUST00977,VEH01091,2025-02-01,86.0,12.73,7,11,6,0.117,0.38,1,7,0.764,0.151,506.0
DRV010905,POL01068,CUST00977,VEH01091,2025-03-01,78.0,13.57,7,4,8,0.117,0.088,0,2,0.68,0.431,314.0
DRV010906,POL01068,CUST00977,VEH01091,2025-04-01,83.0,5.02,4,2,4,0.3,0.752,0,2,0.47,0.517,315.0
DRV010907,POL01068,CUST00977,VEH01091,2025-06-01,87.0,16.3,7,8,3,0.119,0.614,0,7,0.808,0.171,1036.0
DRV010908,POL01068,CUST00977,VEH01091,2025-07-01,73.0,6.17,8,8,4,0.066,0.634,0,12,0.81,0.127,
DRV010909,POL01068,CUST00977,VEH01091,2025-08-01,78.0,12.22,8,6,8,0.143,0.301,0,3,0.73,0.233,836.0
DRV010910,POL01068,CUST00977,VEH01091,2025-10-01,92.0,13.5,7,5,10,0.188,0.248,0,3,0.545,0.47,814.0
DRV010911,POL01068,CUST00977,VEH01091,2025-11-01,70.0,15.76,11,14,16,0.373,0.19,0,11,0.604,0.38,441.0
DRV010912,POL01068,CUST00977,VEH01091,2025-12-01,80.0,8.01,8,5,7,0.079,0.468,0,1,0.525,0.54,509.0
DRV010913,POL01069,CUST00978,VEH01092,2025-02-01,70.0,8.62,3,10,7,0.256,0.476,0,7,0.825,0.182,1404.0
DRV010914,POL01069,CUST00978,VEH01092,2025-04-01,95.0,9.71,10,7,10,0.42,0.446,0,4,0.596,0.421,1400.0
DRV010915,POL01069,CUST00978,VEH01092,2025-05-01,78.0,17.21,11,8,6,0.36,0.528,0,5,0.69,0.3,1218.0
DRV010916,POL01069,CUST00978,VEH01092,2025-06-01,83.0,14.29,9,3,7,0.22,0.21,1,0,0.714,0.287,1298.0
DRV010917,POL01069,CUST00978,VEH01092,2025-07-01,71.0,10.98,10,8,11,0.286,0.335,0,11,0.735,0.284,1398.0
DRV010918,POL01069,CUST00978,VEH01092,2025-08-01,86.0,4.38,8,2,7,0.081,0.486,0,3,0.666,0.312,1270.0
DRV010919,POL01069,CUST00978,VEH01092,2025-09-01,76.0,8.88,1,8,6,0.296,0.561,1,2,0.658,0.265,1114.0
DRV010920,POL01069,CUST00978,VEH01092,2025-10-01,79.0,14.04,9,8,6,0.284,0.411,0,4,0.793,0.205,1447.0
